show_id,type,title,director,cast,country,language,date_added,release_year,rating,duration,runtime_minutes,listed_in,imdb_score,popularity_score,netflix_original,description
n00978,Movie,Legacy of Road 978,Lana Wachowski,"Scarlett Johansson, Adam Driver, Florence Pugh",India,English,06-03-2016,2013,TV-MA,128 min,128,"Romance, Mystery",7.2,69,FALSE,"Legacy of Road 978 is a movie in the Romance, Mystery category from India."
n00979,TV Show,Love of Road 979,Ava DuVernay,"Daniel Craig, Ana de Armas, Kriti Sanon",United States,Spanish,30-07-2019,2018,R,2 Seasons,,"Documentary, Crime, Fantasy",8.5,70,TRUE,"Love of Road 979 is a tv show in the Documentary, Crime, Fantasy category from United States."
n00980,TV Show,Dream of Diary 980,Lana Wachowski,"Lee Jung-jae, Adam Driver, Regé-Jean Page",United States,Spanish,01-01-2023,2023,PG-13,4 Seasons,,"History, Animation",6.8,75,FALSE,"Dream of Diary 980 is a tv show in the History, Animation category from United States."
n00981,Movie,Club of Trial 981,Ryan Murphy,"Lee Jung-jae, Ryan Reynolds, Alia Bhatt",India,Telugu,28-08-2020,2020,TV-14,173 min,173,Reality TV,6.8,65,TRUE,Club of Trial 981 is a movie in the Reality TV category from India.
n00982,Movie,House of House 982,Lana Wachowski,"Penn Badgley, Regé-Jean Page, Kriti Sanon",United States,Spanish,20-03-2023,2020,TV-MA,104 min,104,Animation,8,69,TRUE,House of House 982 is a movie in the Animation category from United States.
n00983,Movie,Chronicles of Trial 983,Vikramaditya Motwane,"Radhika Apte, Ana de Armas, Anya Taylor-Joy",United States,English,19-02-2018,2001,TV-14,124 min,124,"Comedy, Crime",5.5,61,TRUE,"Chronicles of Trial 983 is a movie in the Comedy, Crime category from United States."
n00984,Movie,The Haunting of Hill House: The Final Chapter,Bong Joon-ho,"Adam Driver, Anya Taylor-Joy, Penn Badgley",India,English,29-01-2016,2012,TV-MA,183 min,183,Family,7.7,57,TRUE,The Haunting of Hill House: The Final Chapter is a movie in the Family category from India.
n00985,TV Show,Code of Night 985,Zoya Akhtar,"Lee Jung-jae, Claire Foy, Ana de Armas",Japan,Japanese,03-06-2024,2015,PG,1 Season,,"Sci-Fi, Crime",9.3,71,FALSE,"Code of Night 985 is a tv show in the Sci-Fi, Crime category from Japan."
n00986,Movie,Night of Night 986,Noah Baumbach,"Regé-Jean Page, Claire Foy, Song Kang",United States,Spanish,28-07-2018,2008,TV-14,122 min,122,"Fantasy, Sci-Fi, Thriller",6.9,91,FALSE,"Night of Night 986 is a movie in the Fantasy, Sci-Fi, Thriller category from United States."
n00987,Movie,Night of Code 987,Ava DuVernay,"Ryan Reynolds, Regé-Jean Page, Ana de Armas",United States,English,12-09-2024,2021,PG-13,176 min,176,"Drama, Reality TV",6.7,100,FALSE,"Night of Code 987 is a movie in the Drama, Reality TV category from United States."
n00988,Movie,Empire of Project 988,Ryan Murphy,"Radhika Apte, Kriti Sanon, Úrsula Corberó",India,Hindi,25-04-2017,2016,TV-14,123 min,123,"Documentary, Drama, Crime",7.7,100,FALSE,"Empire of Project 988 is a movie in the Documentary, Drama, Crime category from India."
n00989,TV Show,Elite: Origins,Baran bo Odar,"Kiara Advani, Scarlett Johansson, Daniel Craig",United States,Spanish,14-08-2021,2021,TV-14,6 Seasons,,"Family, Action",6.4,59,FALSE,"Elite: Origins is a tv show in the Family, Action category from United States."
n00990,Movie,Secret of Empire 990,Álex Pina,"Radhika Apte, Scarlett Johansson, Kiara Advani",United Kingdom,English,04-07-2016,2012,TV-MA,77 min,77,"Action, Documentary",7.6,75,TRUE,"Secret of Empire 990 is a movie in the Action, Documentary category from United Kingdom."
n00991,Movie,Diary of Chronicles 991,Rian Johnson,"Vicky Kaushal, Kriti Sanon, Radhika Apte",United States,English,17-02-2024,2024,TV-14,76 min,76,"Comedy, Documentary, Sci-Fi",6,80,TRUE,"Diary of Chronicles 991 is a movie in the Comedy, Documentary, Sci-Fi category from United States."
n00992,TV Show,Game of Island 992,Vikramaditya Motwane,"Dev Patel, Henry Cavill, Florence Pugh",United Kingdom,English,03-10-2016,2008,PG-13,3 Seasons,,Horror,7.9,85,FALSE,Game of Island 992 is a tv show in the Horror category from United Kingdom.
n00993,Movie,Night of War 993,Shonda Rhimes,"Henry Cavill, Adam Driver, Vicky Kaushal",United States,Spanish,29-04-2022,1999,TV-MA,119 min,119,"Documentary, Fantasy",6,87,TRUE,"Night of War 993 is a movie in the Documentary, Fantasy category from United States."
n00994,TV Show,BoJack Horseman: Aftermath,Ava DuVernay,"Scarlett Johansson, Jenna Ortega, Lee Jung-jae",United States,Spanish,16-10-2018,2010,R,3 Seasons,,"Documentary, Sports, History",6.4,70,TRUE,"BoJack Horseman: Aftermath is a tv show in the Documentary, Sports, History category from United States."
n00995,Movie,Project of Club 995,Lana Wachowski,"Henry Cavill, Scarlett Johansson, Radhika Apte",United States,Spanish,25-10-2021,2021,TV-MA,134 min,134,"Reality TV, Thriller",7,89,FALSE,"Project of Club 995 is a movie in the Reality TV, Thriller category from United States."
n00996,TV Show,Night of Love 996,Álex Pina,"Claire Foy, Alia Bhatt, Ana de Armas",United States,English,19-04-2017,2017,TV-MA,2 Seasons,,"Sports, Comedy, Romance",6.7,100,TRUE,"Night of Love 996 is a tv show in the Sports, Comedy, Romance category from United States."
n00997,Movie,Kingdom of Night 997,Shawn Levy,"Radhika Apte, Anya Taylor-Joy, Kriti Sanon",United States,English,05-02-2019,2019,R,131 min,131,"Sports, Fantasy, War",7.2,70,FALSE,"Kingdom of Night 997 is a movie in the Sports, Fantasy, War category from United States."
n00998,Movie,Empire of Love 998,Bong Joon-ho,"Kriti Sanon, Millie Bobby Brown, Claire Foy",United States,Spanish,23-09-2020,2015,R,117 min,117,"Action, Sports",8.5,72,FALSE,"Empire of Love 998 is a movie in the Action, Sports category from United States."
n00999,Movie,Legacy of Chronicles 999,Steven Soderbergh,"Daniel Craig, Alia Bhatt, Claire Foy",France,French,15-10-2024,2024,TV-14,116 min,116,"Drama, Reality TV",7.2,84,TRUE,"Legacy of Chronicles 999 is a movie in the Drama, Reality TV category from France."
n01000,TV Show,Island of Kingdom 1000,Ava DuVernay,"Regé-Jean Page, Claire Foy, Penn Badgley",United States,English,17-08-2018,2000,TV-14,1 Season,,"Thriller, Adventure",6.3,55,TRUE,"Island of Kingdom 1000 is a tv show in the Thriller, Adventure category from United States."
n01001,Movie,Secret of House 1001,Álex Pina,"Claire Foy, Kiara Advani, Alia Bhatt",India,Tamil,02-08-2018,2002,TV-PG,88 min,88,"Sports, Thriller",7.9,74,FALSE,"Secret of House 1001 is a movie in the Sports, Thriller category from India."
n01002,Movie,Signal of Season 1002,Ava DuVernay,"Úrsula Corberó, Vicky Kaushal, Scarlett Johansson",South Korea,Korean,10-01-2022,2011,TV-MA,167 min,167,"Fantasy, Sports, Crime",6.3,84,TRUE,"Signal of Season 1002 is a movie in the Fantasy, Sports, Crime category from South Korea."
n01003,Movie,Chronicles of Legacy 1003,Anurag Kashyap,"Adam Driver, Vicky Kaushal, Radhika Apte",France,French,12-12-2020,2003,TV-MA,145 min,145,"Romance, History, Horror",7.8,68,TRUE,"Chronicles of Legacy 1003 is a movie in the Romance, History, Horror category from France."
n01004,Movie,The Sandman: Untold,Ryan Murphy,"Kriti Sanon, Dev Patel, Regé-Jean Page",France,French,15-09-2019,2004,R,119 min,119,"Thriller, Adventure, History",6.9,98,FALSE,"The Sandman: Untold is a movie in the Thriller, Adventure, History category from France."
n01005,Movie,Shadow of Kingdom 1005,Vikramaditya Motwane,"Henry Cavill, Scarlett Johansson, Regé-Jean Page",India,English,05-02-2019,2012,TV-14,75 min,75,"Documentary, Sports",6.2,63,TRUE,"Shadow of Kingdom 1005 is a movie in the Documentary, Sports category from India."
n01006,TV Show,House of Chronicles 1006,Bong Joon-ho,"Kriti Sanon, Úrsula Corberó, Florence Pugh",United States,English,10-05-2022,2021,TV-MA,2 Seasons,,"Romance, Mystery",6.6,81,FALSE,"House of Chronicles 1006 is a tv show in the Romance, Mystery category from United States."
n01007,Movie,Legacy of City 1007,Mike Flanagan,"Anya Taylor-Joy, Ryan Reynolds, Dev Patel",United States,Spanish,13-04-2024,2024,PG-13,163 min,163,"Sports, Drama",7.6,65,FALSE,"Legacy of City 1007 is a movie in the Sports, Drama category from United States."
n01008,TV Show,Delhi Crime: Origins,Álex Pina,"Alia Bhatt, Vicky Kaushal, Claire Foy",United States,Spanish,06-03-2024,2024,R,1 Season,,"Horror, Reality TV, Thriller",6.8,85,TRUE,"Delhi Crime: Origins is a tv show in the Horror, Reality TV, Thriller category from United States."
n01009,Movie,Game of Legacy 1009,Anurag Kashyap,"Ryan Reynolds, Úrsula Corberó, Alia Bhatt",United States,English,27-12-2020,2019,TV-PG,174 min,174,"Reality TV, Crime",6.4,76,TRUE,"Game of Legacy 1009 is a movie in the Reality TV, Crime category from United States."
n01010,Movie,Island of Kingdom 1010,Steven Soderbergh,"Regé-Jean Page, Penn Badgley, Claire Foy",Canada,French,20-05-2017,2017,TV-MA,118 min,118,Adventure,6.2,79,TRUE,Island of Kingdom 1010 is a movie in the Adventure category from Canada.
n01011,Movie,Dream of Legacy 1011,Shonda Rhimes,"Kiara Advani, Úrsula Corberó, Chris Hemsworth",United States,English,24-12-2021,2021,R,139 min,139,"Mystery, History",6.4,56,TRUE,"Dream of Legacy 1011 is a movie in the Mystery, History category from United States."
n01012,Movie,Night of Shadow 1012,Lana Wachowski,"Dev Patel, Rajkummar Rao, Henry Cavill",Japan,Japanese,04-03-2022,2012,TV-14,159 min,159,"Reality TV, Documentary",6.8,86,FALSE,"Night of Shadow 1012 is a movie in the Reality TV, Documentary category from Japan."
n01013,TV Show,Mystery of Project 1013,Zoya Akhtar,"Dev Patel, Lee Jung-jae, Alia Bhatt",United Kingdom,English,28-12-2020,2020,TV-14,3 Seasons,,Crime,7.1,100,FALSE,Mystery of Project 1013 is a tv show in the Crime category from United Kingdom.
n01014,TV Show,Empire of Season 1014,Zoya Akhtar,"Alia Bhatt, Adam Driver, Dev Patel",Japan,Japanese,30-03-2022,2002,TV-MA,4 Seasons,,Sci-Fi,6.6,95,FALSE,Empire of Season 1014 is a tv show in the Sci-Fi category from Japan.
n01015,Movie,Project of Game 1015,Bong Joon-ho,"Penn Badgley, Song Kang, Dev Patel",United States,English,06-09-2018,2012,R,150 min,150,"Sports, Fantasy",6,80,TRUE,"Project of Game 1015 is a movie in the Sports, Fantasy category from United States."
n01016,TV Show,Project of Empire 1016,Mike Flanagan,"Adam Driver, Scarlett Johansson, Dev Patel",Sweden,Swedish,08-05-2021,2021,PG-13,2 Seasons,,"Family, War",5.3,51,TRUE,"Project of Empire 1016 is a tv show in the Family, War category from Sweden."
n01017,TV Show,Signal of Mystery 1017,Shonda Rhimes,"Úrsula Corberó, Rajkummar Rao, Adam Driver",United States,Spanish,30-06-2021,2008,TV-PG,2 Seasons,,"Horror, Action",8.1,78,FALSE,"Signal of Mystery 1017 is a tv show in the Horror, Action category from United States."
n01018,Movie,Legacy of House 1018,Ava DuVernay,"Lee Jung-jae, Kiara Advani, Ryan Reynolds",Germany,German,24-02-2024,2015,TV-14,162 min,162,Thriller,6.1,64,TRUE,Legacy of House 1018 is a movie in the Thriller category from Germany.
n01019,TV Show,Road of Mystery 1019,Rian Johnson,"Úrsula Corberó, Ana de Armas, Chris Hemsworth",United States,Spanish,18-03-2023,2023,TV-14,5 Seasons,,"Fantasy, Action, Reality TV",8.1,68,TRUE,"Road of Mystery 1019 is a tv show in the Fantasy, Action, Reality TV category from United States."
n01020,Movie,The Crown: Reborn,Lana Wachowski,"Úrsula Corberó, Claire Foy, Song Kang",United States,Spanish,08-06-2023,2009,TV-MA,96 min,96,"Romance, Fantasy, Sci-Fi",7.2,91,TRUE,"The Crown: Reborn is a movie in the Romance, Fantasy, Sci-Fi category from United States."
n01021,Movie,Love of Diary 1021,Steven Soderbergh,"Jenna Ortega, Radhika Apte, Kiara Advani",United States,English,05-04-2022,2009,TV-14,139 min,139,"Horror, Adventure",5.3,47,FALSE,"Love of Diary 1021 is a movie in the Horror, Adventure category from United States."
n01022,Movie,Darlings: The Final Chapter,Hwang Dong-hyuk,"Alia Bhatt, Lee Jung-jae, Claire Foy",Japan,Japanese,21-11-2022,2008,TV-14,131 min,131,Romance,6.7,81,FALSE,Darlings: The Final Chapter is a movie in the Romance category from Japan.
n01023,Movie,Road of Files 1023,Vikramaditya Motwane,"Florence Pugh, Anya Taylor-Joy, Song Kang",United Kingdom,English,05-11-2021,2006,TV-MA,176 min,176,"Action, Comedy",6.2,65,TRUE,"Road of Files 1023 is a movie in the Action, Comedy category from United Kingdom."
n01024,TV Show,Trial of Secret 1024,Zoya Akhtar,"Song Kang, Radhika Apte, Florence Pugh",South Korea,Korean,22-09-2021,2019,TV-MA,5 Seasons,,"Action, War, Romance",7.2,37,FALSE,"Trial of Secret 1024 is a tv show in the Action, War, Romance category from South Korea."
n01025,TV Show,Alice in Borderland: Reborn,Rian Johnson,"Song Kang, Florence Pugh, Ryan Reynolds",India,Tamil,06-02-2020,2013,TV-14,2 Seasons,,"History, Family, Reality TV",6.8,58,FALSE,"Alice in Borderland: Reborn is a tv show in the History, Family, Reality TV category from India."
n01026,Movie,Love of Dream 1026,Ryan Murphy,"Millie Bobby Brown, Daniel Craig, Kiara Advani",United States,English,24-10-2022,2020,TV-MA,118 min,118,"Sports, Horror",6.8,80,FALSE,"Love of Dream 1026 is a movie in the Sports, Horror category from United States."
n01027,TV Show,Chronicles of Island 1027,Noah Baumbach,"Scarlett Johansson, Ryan Reynolds, Lee Jung-jae",United States,Spanish,08-02-2022,2022,TV-MA,1 Season,,Thriller,7.7,75,TRUE,Chronicles of Island 1027 is a tv show in the Thriller category from United States.
n01028,Movie,Love of Empire 1028,Noah Baumbach,"Kiara Advani, Henry Cavill, Regé-Jean Page",Germany,German,28-06-2023,2017,PG-13,112 min,112,"Crime, Reality TV, Horror",8.5,76,FALSE,"Love of Empire 1028 is a movie in the Crime, Reality TV, Horror category from Germany."
n01029,Movie,Road of Mystery 1029,Bong Joon-ho,"Daniel Craig, Kiara Advani, Jenna Ortega",Spain,Spanish,28-11-2020,2019,TV-14,109 min,109,"Adventure, Sci-Fi",7.8,67,FALSE,"Road of Mystery 1029 is a movie in the Adventure, Sci-Fi category from Spain."
n01030,TV Show,War of Signal 1030,Vikramaditya Motwane,"Adam Driver, Jenna Ortega, Henry Cavill",South Korea,Korean,16-04-2023,2013,R,5 Seasons,,"Sports, Horror",6.9,55,FALSE,"War of Signal 1030 is a tv show in the Sports, Horror category from South Korea."
n01031,Movie,Signal of Night 1031,Bong Joon-ho,"Penn Badgley, Dev Patel, Anya Taylor-Joy",India,Hindi,21-10-2023,2023,PG,171 min,171,"Drama, Documentary",7.8,79,FALSE,"Signal of Night 1031 is a movie in the Drama, Documentary category from India."
n01032,TV Show,Project of Kingdom 1032,Mike Flanagan,"Daniel Craig, Úrsula Corberó, Ryan Reynolds",Japan,Japanese,30-10-2020,2018,TV-PG,3 Seasons,,"Crime, Sports, Romance",6.2,74,FALSE,"Project of Kingdom 1032 is a tv show in the Crime, Sports, Romance category from Japan."
n01033,Movie,Club of Love 1033,David Fincher,"Regé-Jean Page, Radhika Apte, Jenna Ortega",Australia,English,16-08-2024,2019,TV-Y7,168 min,168,Action,7.9,82,TRUE,Club of Love 1033 is a movie in the Action category from Australia.
n01034,Movie,Night of Signal 1034,Greta Gerwig,"Lee Jung-jae, Florence Pugh, Millie Bobby Brown",United States,Spanish,22-09-2022,2019,TV-14,106 min,106,"Thriller, Romance",7.7,89,TRUE,"Night of Signal 1034 is a movie in the Thriller, Romance category from United States."
n01035,Movie,Club of Secret 1035,Vikramaditya Motwane,"Scarlett Johansson, Alia Bhatt, Vicky Kaushal",Netherlands,English,24-12-2021,2021,TV-14,157 min,157,"Family, Thriller, Action",7.8,68,TRUE,"Club of Secret 1035 is a movie in the Family, Thriller, Action category from Netherlands."
n01036,TV Show,Kingdom of Signal 1036,Hwang Dong-hyuk,"Úrsula Corberó, Rajkummar Rao, Anya Taylor-Joy",South Korea,Korean,25-03-2023,2012,TV-MA,4 Seasons,,Drama,6.7,70,FALSE,Kingdom of Signal 1036 is a tv show in the Drama category from South Korea.
n01037,Movie,You: Untold,Hwang Dong-hyuk,"Ana de Armas, Song Kang, Scarlett Johansson",United States,Spanish,18-05-2024,2005,PG-13,164 min,164,"Thriller, Mystery",7.3,67,FALSE,"You: Untold is a movie in the Thriller, Mystery category from United States."
n01038,Movie,Club of Secret 1038,Alfonso Cuarón,"Vicky Kaushal, Radhika Apte, Kiara Advani",India,Tamil,08-09-2020,2017,TV-PG,123 min,123,"Fantasy, Action",6.3,59,TRUE,"Club of Secret 1038 is a movie in the Fantasy, Action category from India."
n01039,Movie,Dream of House 1039,Lana Wachowski,"Jenna Ortega, Lee Jung-jae, Úrsula Corberó",United States,Spanish,30-08-2022,2013,G,114 min,114,Adventure,8.2,56,FALSE,Dream of House 1039 is a movie in the Adventure category from United States.
n01040,Movie,Legacy of Chronicles 1040,Lana Wachowski,"Millie Bobby Brown, Ryan Reynolds, Song Kang",United States,English,08-05-2022,2020,TV-PG,174 min,174,"War, Action",7.6,79,TRUE,"Legacy of Chronicles 1040 is a movie in the War, Action category from United States."
n01041,Movie,Diary of Diary 1041,Ryan Murphy,"Regé-Jean Page, Dev Patel, Lee Jung-jae",Australia,English,25-11-2023,2018,TV-PG,148 min,148,"Crime, Family, Comedy",6.9,67,TRUE,"Diary of Diary 1041 is a movie in the Crime, Family, Comedy category from Australia."
n01042,TV Show,Enola Holmes: Untold,David Fincher,"Ryan Reynolds, Florence Pugh, Chris Hemsworth",United States,English,13-01-2022,2022,R,2 Seasons,,"Thriller, Adventure, Romance",6.9,96,FALSE,"Enola Holmes: Untold is a tv show in the Thriller, Adventure, Romance category from United States."
n01043,Movie,Peaky Blinders: Origins,Anurag Kashyap,"Alia Bhatt, Penn Badgley, Regé-Jean Page",United States,English,08-02-2019,2012,TV-MA,119 min,119,"Reality TV, Sports",7.4,74,TRUE,"Peaky Blinders: Origins is a movie in the Reality TV, Sports category from United States."
n01044,Movie,Kingdom of Files 1044,Ava DuVernay,"Ryan Reynolds, Daniel Craig, Úrsula Corberó",India,Hindi,05-11-2020,2020,TV-14,133 min,133,"Sports, Reality TV, Action",7.5,63,FALSE,"Kingdom of Files 1044 is a movie in the Sports, Reality TV, Action category from India."
n01045,Movie,Trial of Season 1045,Hwang Dong-hyuk,"Radhika Apte, Regé-Jean Page, Claire Foy",United Kingdom,English,12-06-2017,2002,R,100 min,100,Horror,7.9,57,TRUE,Trial of Season 1045 is a movie in the Horror category from United Kingdom.
n01046,Movie,You: Origins,Álex Pina,"Millie Bobby Brown, Florence Pugh, Úrsula Corberó",South Korea,Korean,22-11-2018,2010,PG-13,99 min,99,"Mystery, Drama, Sci-Fi",5.3,80,TRUE,"You: Origins is a movie in the Mystery, Drama, Sci-Fi category from South Korea."
n01047,TV Show,Island of War 1047,David Fincher,"Úrsula Corberó, Scarlett Johansson, Florence Pugh",United States,English,05-05-2018,1999,TV-MA,4 Seasons,,War,7.3,70,FALSE,Island of War 1047 is a tv show in the War category from United States.
n01048,Movie,War of Chronicles 1048,Mike Flanagan,"Henry Cavill, Anya Taylor-Joy, Kiara Advani",United States,Spanish,09-05-2024,2006,PG-13,134 min,134,"Mystery, Crime, Animation",7.4,79,TRUE,"War of Chronicles 1048 is a movie in the Mystery, Crime, Animation category from United States."
n01049,Movie,Code of Night 1049,Steven Soderbergh,"Ana de Armas, Kiara Advani, Millie Bobby Brown",United Kingdom,English,17-03-2022,2021,TV-14,173 min,173,"Adventure, Mystery",6.8,86,TRUE,"Code of Night 1049 is a movie in the Adventure, Mystery category from United Kingdom."
n01050,Movie,Trial of Kingdom 1050,David Fincher,"Florence Pugh, Ryan Reynolds, Song Kang",United States,English,22-02-2021,2016,TV-14,91 min,91,"Sci-Fi, War, History",7.3,72,FALSE,"Trial of Kingdom 1050 is a movie in the Sci-Fi, War, History category from United States."
n01051,TV Show,Kingdom of Love 1051,Noah Baumbach,"Regé-Jean Page, Kiara Advani, Lee Jung-jae",United States,Spanish,10-06-2020,1996,TV-14,4 Seasons,,"Thriller, Crime, Romance",7.7,99,FALSE,"Kingdom of Love 1051 is a tv show in the Thriller, Crime, Romance category from United States."
n01052,Movie,Road of Island 1052,Greta Gerwig,"Millie Bobby Brown, Anya Taylor-Joy, Scarlett Johansson",United States,English,26-11-2020,2007,TV-MA,136 min,136,"History, Sports, Family",6.5,52,FALSE,"Road of Island 1052 is a movie in the History, Sports, Family category from United States."
n01053,TV Show,Island of Road 1053,Zoya Akhtar,"Henry Cavill, Ryan Reynolds, Song Kang",Germany,German,04-02-2019,2019,TV-14,5 Seasons,,Animation,6.6,45,TRUE,Island of Road 1053 is a tv show in the Animation category from Germany.
n01054,TV Show,Road of Season 1054,Baran bo Odar,"Vicky Kaushal, Kriti Sanon, Ryan Reynolds",United States,Spanish,02-08-2020,2020,TV-14,1 Season,,Family,7.4,70,TRUE,Road of Season 1054 is a tv show in the Family category from United States.
n01055,TV Show,War of Project 1055,Ava DuVernay,"Rajkummar Rao, Daniel Craig, Dev Patel",Spain,Spanish,27-06-2020,2020,TV-MA,2 Seasons,,Romance,7.7,76,FALSE,War of Project 1055 is a tv show in the Romance category from Spain.
n01056,Movie,Red Notice: Reborn,Álex Pina,"Kriti Sanon, Ryan Reynolds, Florence Pugh",United States,Spanish,03-09-2021,2015,TV-14,112 min,112,"Comedy, Action",6.9,67,TRUE,"Red Notice: Reborn is a movie in the Comedy, Action category from United States."
n01057,TV Show,Red Notice: Untold,Mike Flanagan,"Adam Driver, Radhika Apte, Kiara Advani",United States,Spanish,25-08-2022,2006,TV-14,1 Season,,"Sci-Fi, Animation",8,62,TRUE,"Red Notice: Untold is a tv show in the Sci-Fi, Animation category from United States."
n01058,Movie,Delhi Crime: Origins,Vikramaditya Motwane,"Penn Badgley, Kriti Sanon, Vicky Kaushal",United Kingdom,English,19-11-2017,1995,TV-MA,86 min,86,"History, Comedy, Sports",6.5,91,TRUE,"Delhi Crime: Origins is a movie in the History, Comedy, Sports category from United Kingdom."
n01059,Movie,Club of Love 1059,Noah Baumbach,"Ana de Armas, Rajkummar Rao, Kiara Advani",United States,English,19-12-2021,2021,PG,160 min,160,"Animation, Romance",7.3,57,FALSE,"Club of Love 1059 is a movie in the Animation, Romance category from United States."
n01060,Movie,Road of Game 1060,Ryan Murphy,"Vicky Kaushal, Millie Bobby Brown, Song Kang",South Korea,Korean,20-07-2021,2014,TV-14,170 min,170,Reality TV,7,35,TRUE,Road of Game 1060 is a movie in the Reality TV category from South Korea.
n01061,Movie,Shadow of Secret 1061,Ava DuVernay,"Florence Pugh, Kiara Advani, Úrsula Corberó",United States,Spanish,23-06-2023,2019,TV-14,136 min,136,"Adventure, Sci-Fi",6.7,76,TRUE,"Shadow of Secret 1061 is a movie in the Adventure, Sci-Fi category from United States."
n01062,Movie,Season of War 1062,Ryan Murphy,"Lee Jung-jae, Regé-Jean Page, Rajkummar Rao",South Korea,Korean,07-05-2024,2002,R,141 min,141,"Animation, Drama",5.7,50,FALSE,"Season of War 1062 is a movie in the Animation, Drama category from South Korea."
n01063,Movie,Chronicles of Island 1063,Steven Soderbergh,"Scarlett Johansson, Song Kang, Penn Badgley",Netherlands,English,20-03-2020,2020,TV-14,145 min,145,Horror,8.4,78,FALSE,Chronicles of Island 1063 is a movie in the Horror category from Netherlands.
n01064,TV Show,Orange Is the New Black: Untold,Álex Pina,"Henry Cavill, Song Kang, Dev Patel",Germany,German,28-03-2019,2018,TV-14,1 Season,,Animation,6.4,63,FALSE,Orange Is the New Black: Untold is a tv show in the Animation category from Germany.
n01065,Movie,Mystery of Project 1065,Baran bo Odar,"Daniel Craig, Claire Foy, Kiara Advani",Turkey,Turkish,21-02-2016,2012,TV-14,159 min,159,Adventure,7.4,81,TRUE,Mystery of Project 1065 is a movie in the Adventure category from Turkey.
n01066,TV Show,Dream of Chronicles 1066,Shawn Levy,"Ana de Armas, Daniel Craig, Adam Driver",Japan,Japanese,04-12-2016,2015,TV-MA,2 Seasons,,"Crime, Sci-Fi",8.3,55,TRUE,"Dream of Chronicles 1066 is a tv show in the Crime, Sci-Fi category from Japan."
n01067,TV Show,Island of Chronicles 1067,Steven Soderbergh,"Daniel Craig, Penn Badgley, Úrsula Corberó",India,Tamil,11-04-2024,2024,TV-14,3 Seasons,,Fantasy,7.4,74,TRUE,Island of Chronicles 1067 is a tv show in the Fantasy category from India.
n01068,Movie,City of Diary 1068,Alfonso Cuarón,"Vicky Kaushal, Ryan Reynolds, Anya Taylor-Joy",Spain,Spanish,07-05-2023,2023,TV-MA,124 min,124,Mystery,6.6,74,FALSE,City of Diary 1068 is a movie in the Mystery category from Spain.
n01069,TV Show,Chronicles of City 1069,Baran bo Odar,"Kiara Advani, Lee Jung-jae, Jenna Ortega",Spain,Spanish,05-05-2022,2022,TV-MA,1 Season,,"Horror, Action, Fantasy",5.8,81,FALSE,"Chronicles of City 1069 is a tv show in the Horror, Action, Fantasy category from Spain."
n01070,TV Show,Night of Island 1070,Vikramaditya Motwane,"Úrsula Corberó, Henry Cavill, Regé-Jean Page",Mexico,Spanish,30-05-2022,2008,PG-13,2 Seasons,,"Animation, Horror",8.1,79,TRUE,"Night of Island 1070 is a tv show in the Animation, Horror category from Mexico."
n01071,Movie,House of Signal 1071,Martin Scorsese,"Jenna Ortega, Rajkummar Rao, Penn Badgley",United States,Spanish,10-02-2021,2000,TV-MA,138 min,138,Action,6.5,82,FALSE,House of Signal 1071 is a movie in the Action category from United States.
n01072,Movie,Lupin: Origins,Baran bo Odar,"Song Kang, Ryan Reynolds, Alia Bhatt",India,Telugu,05-09-2017,2014,TV-MA,158 min,158,Animation,5.9,84,FALSE,Lupin: Origins is a movie in the Animation category from India.
n01073,Movie,To All the Boys I've Loved Before: Reborn,Shawn Levy,"Henry Cavill, Vicky Kaushal, Adam Driver",Brazil,Portuguese,28-03-2021,2007,TV-14,169 min,169,"War, Action, Sports",8.5,48,TRUE,"To All the Boys I've Loved Before: Reborn is a movie in the War, Action, Sports category from Brazil."
n01074,TV Show,House of Trial 1074,Baran bo Odar,"Song Kang, Rajkummar Rao, Millie Bobby Brown",India,English,28-03-2019,1995,PG-13,4 Seasons,,"Documentary, Comedy",6.6,86,TRUE,"House of Trial 1074 is a tv show in the Documentary, Comedy category from India."
n01075,Movie,Kingdom of Night 1075,Greta Gerwig,"Regé-Jean Page, Rajkummar Rao, Kiara Advani",United Kingdom,English,21-03-2022,2022,TV-14,145 min,145,"Comedy, Thriller",5.6,68,FALSE,"Kingdom of Night 1075 is a movie in the Comedy, Thriller category from United Kingdom."
n01076,Movie,War of Dream 1076,Lana Wachowski,"Lee Jung-jae, Penn Badgley, Kriti Sanon",United Kingdom,English,27-03-2018,2017,TV-14,118 min,118,"Mystery, Sports, Thriller",8,93,TRUE,"War of Dream 1076 is a movie in the Mystery, Sports, Thriller category from United Kingdom."
n01077,TV Show,Club of Files 1077,Martin Scorsese,"Úrsula Corberó, Lee Jung-jae, Millie Bobby Brown",Japan,Japanese,24-07-2022,2020,TV-MA,1 Season,,Thriller,7.6,72,TRUE,Club of Files 1077 is a tv show in the Thriller category from Japan.
n01078,Movie,City of Club 1078,Zoya Akhtar,"Ana de Armas, Ryan Reynolds, Claire Foy",India,English,21-09-2020,2013,TV-MA,168 min,168,"Adventure, History",7.1,66,TRUE,"City of Club 1078 is a movie in the Adventure, History category from India."
